unique_entity_id,blank_deprecated,entity_eft_indicator,cage_code,dodaac,sam_extract_code,purpose_of_registration,initial_registration_date,registration_expiration_date,last_update_date,activation_date,legal_business_name,dba_name,entity_division_name,entity_division_number,physical_address_line_1,physical_address_line_2,physical_address_city,physical_address_province_or_state,physical_address_zip_postal_code,physical_address_zip_code_4,physical_address_country_code,physical_address_congressional_district,dnb_open_data_flag,entity_start_date,fiscal_year_end_close_date,entity_url,entity_structure,state_of_incorporation,country_of_incorporation,business_type_counter,bus_type_string,primary_naics,naics_code_counter,naics_code_string,psc_code_counter,psc_code_string,credit_card_usage,correspondence_flag,mailing_address_line_1,mailing_address_line_2,mailing_address_city,mailing_address_zip_postal_code,mailing_address_zip_code_4,mailing_address_country,mailing_address_state_or_province,govt_bus_poc_first_name,govt_bus_poc_middle_initial,govt_bus_poc_last_name,govt_bus_poc_title,govt_bus_poc_st_add_1,govt_bus_poc_st_add_2,govt_bus_poc_city,govt_bus_poc_zip_postal_code,govt_bus_poc_zip_code_4,govt_bus_poc_country_code,govt_bus_poc_state_or_province,alt_govt_bus_poc_first_name,alt_govt_bus_poc_middle_initial,alt_govt_bus_poc_last_name,alt_govt_bus_poc_title,alt_govt_bus_poc_st_add_1,alt_govt_bus_poc_st_add_2,alt_govt_bus_poc_city,alt_govt_bus_poc_zip_postal_code,alt_govt_bus_poc_zip_code_4,alt_govt_bus_poc_country_code,alt_govt_bus_poc_state_or_province,past_perf_poc_first_name,past_perf_poc_middle_initial,past_perf_poc_last_name,past_perf_poc_title,past_perf_poc_st_add_1,past_perf_poc_st_add_2,past_perf_poc_city,past_perf_poc_zip_postal_code,past_perf_poc_zip_code_4,past_perf_poc_country_code,past_perf_poc_state_or_province,alt_past_perf_poc_first_name,alt_past_perf_poc_middle_initial,alt_past_perf_poc_last_name,alt_past_perf_poc_title,alt_past_perf_poc_st_add_1,alt_past_perf_poc_st_add_2,alt_past_perf_poc_city,alt_past_perf_poc_zip_postal_code,alt_past_perf_poc_zip_code_4,alt_past_perf_poc_country_code,alt_past_perf_poc_state_or_province,elec_bus_poc_first_name,elec_bus_poc_middle_initial,elec_bus_poc_last_name,elec_bus_poc_title,elec_bus_poc_st_add_1,elec_bus_poc_st_add_2,elec_bus_poc_city,elec_bus_poc_zip_postal_code,elec_bus_poc_zip_code_4,elec_bus_poc_country_code,elec_bus_poc_state_or_province,alt_elec_poc_bus_poc_first_name,alt_elec_poc_bus_poc_middle_initial,alt_elec_poc_bus_poc_last_name,alt_elec_poc_bus_poc_title,alt_elec_poc_bus_st_add_1,alt_elec_poc_bus_st_add_2,alt_elec_poc_bus_city,alt_elec_poc_bus_zip_postal_code,alt_elec_poc_bus_zip_code_4,alt_elec_poc_bus_country_code,alt_elec_poc_bus_state_or_province,naics_exception_counter,naics_exception_string,debt_subject_to_offset_flag,exclusion_status_flag,sba_business_types_counter,sba_business_types_string,no_public_display_flag,disaster_response_counter,disaster_response_string,entity_evs_source
,C13GUBGJF4Y7,,,90PW5,,A,Z2,2021-04-09,2025-03-15,2024-04-02,2024-04-02,REAL MCCOY HOME CARE LLC,,,,760 OLD ROSWELL RD STE 113,,ROSWELL,GA,30076,8684,USA,06,,2017-04-17,1231,,2L,GA,USA,0005,23~27~2X~LJ~QZ,621610,0001,621610Y,0001,Q402,Y,,760 OLD ROSWELL RD,STE 113,ROSWELL,30076,8684,USA,GA,PRANAV,,PATEL,PRESIDENT,760 OLD ROSWELL RD STE 113,,ROSWELL,30076,,USA,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRANAV,,PATEL,PRESIDENT,760 OLD ROSWELL RD STE 113,,ROSWELL,30076,,USA,GA,,,,,,,,,,,,0000,,N,,0000,,,0000,,E&Y
,C13HE8L3GMG9,,,500V9,,A,Z2,2008-02-21,2025-02-21,2024-02-26,2024-02-26,STEVE WALL LUMBER COMPANY INC.,WALL STEVE H LUMBER CO,,,7800 NC HIGHWAY 135,,MAYODAN,NC,27027,8275,USA,06,,2014-07-29,1231,https://www.walllumber.com,2L,NC,USA,0002,2X~XS,321999,0001,321999Y,0001,5510,Y,,PO BOX 287,,MAYODAN,27027,,USA,NC,RHONDA,,BULLIN,,PO BOX 287,,MAYODAN,27027,,USA,NC,RHONDA,,BULLINS,,PO BOX 287,,MAYODAN,27027,,USA,NC,CLINT,,DILLON,,PO BOX 287,,MAYODAN,27027,,USA,NC,CLINT,,DILLON,,PO BOX 287,,MAYODAN,27027,,USA,NC,CLINT,,DILLON,,PO BOX 287,,MAYODAN,27027,,USA,NC,CLINT,,DILLON,,PO BOX 287,,MAYODAN,27027,,USA,NC,0000,,N,,0000,,,0000,,E&Y
,C13HKCJPCEY3,,,8BGW8,,A,Z2,2019-02-08,2025-04-25,2024-04-29,2024-04-29,GE DIGITAL LLC,,GE DIGITAL LLC,,58 CHARLES ST,,CAMBRIDGE,MA,02141,2128,USA,07,,2018-10-01,1231,,2L,DE,USA,0001,2X,541512,0006,334418N~423430N~541511N~541512N~541519E~611420N,0002,7A20~DA10,Y,,19015 NORTH CREEK PARKWAY,SUITE 300,BOTHELL,98011,,USA,WA,MALI,,VASSDAL,SR. CONTRACTS MANAGER,19015 NORTH CREEK PARKWAY,SUITE 300,BOTHELL,98011,,USA,WA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JEFF,,BARTOLETTI,VP - COMMOPS & MARKETING,19015 NORTH CREEK PARKWAY,SUITE 300,BOTHELL,98011,,USA,WA,MALI,,VASSDAL,SR. CONTRACTS MANAGER,19015 NORTH CREEK PARKWAY,SUITE 300,BOTHELL,98011,,USA,WA,0001,541519NN  ,N,,0000,,,0000,,E&Y
,C13HMAP4CE15,,,6H4C5,,A,Z1,2011-08-08,2025-04-30,2024-05-02,2024-05-02,FRANKLIN BINGHAM FIRE DEPARTMENT,,,,32707 FRANKLIN RD,,FRANKLIN,MI,48025,1134,USA,12,,1949-09-12,0630,http://www.fbfd.com,8H,MI,USA,0001,A8,,0000,,0000,,N,,32707 FRANKLIN ROAD,,FRANKLIN,48025,1134,USA,MI,ANTHONY,,AVERBUCH,,32707 FRANKLIN ROAD,,FRANKLIN,48025,1134,USA,MI,RICHARD,,RUBIN,,32707 FRANKLIN ROAD,,FRANKLIN,48025,1134,USA,MI,,,,,,,,,,,,,,,,,,,,,,,ANTHONY,,AVERBUCH,,32707 FRANKLIN ROAD,,FRANKLIN,48025,1134,USA,MI,RICHARD,,RUBIN,,32707 FRANKLIN ROAD,,FRANKLIN,48025,1134,USA,MI,0000,,N,,0000,,,0000,,E&Y
,C13HQY971RK5,,,91HE6,,A,Z2,2021-02-04,2025-02-22,2024-02-26,2024-02-26,"DYNAMICS PAYMENTS, LLC",,DYNAMICS PAYMENTS LLC,DYNAMICS P,"3100 CARR 199, SUITE 101",,SAN JUAN,PR,00926,7660,USA,98,,2012-08-29,1231,https://dynamicspayments.com/,2L,PR,USA,0003,27~2X~LJ,522320,0001,522320Y,0000,,Y,,PO BOX 194042,,SAN JUAN,00919,4042,USA,PR,MELBA,,MARRERO,ACCOUNTING CLERK,3100 CARR 199,SUITE 101,SAN JUAN,00926,,USA,PR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEOVIGILDO,,GOMEZ,DIRECTOR OF CORPORATE STRATEGY,3100 CARR 199,SUITE 101,SAN JUAN,00926,,USA,PR,,,,,,,,,,,,0000,,N,,0000,,,0000,,E&Y
,C13HULD4TGW1,,,8HA10,,A,Z2,2020-02-07,2025-12-12,2024-12-16,2024-12-16,HOLLY AREA COMMUNITY COALITION,,HOLLY AREA COMMUNITY COALITION,,14470 N HOLLY RD,,HOLLY,MI,48442,8418,USA,09,,1999-11-01,0930,,8H,MI,USA,0001,A8,813410,0001,813410N,0000,,Y,,14470 N. HOLLY ROAD,,HOLLY,48442,,USA,MI,SUSAN,,PAPPLE,PROJECT DIRECTOR,14470 N. HOLLY ROAD,,HOLLY,48442,,USA,MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUSAN,,PAPPLE,PROJECT DIRECTOR,14470 N. HOLLY ROAD,,HOLLY,48442,,USA,MI,,,,,,,,,,,,0000,,N,,0000,,,0000,,E&Y
,C13HWSXJM517,,,8VAH0,,A,Z1,2021-02-01,2025-06-17,2024-06-20,2024-06-19,IOWA STATE BANK,,,,1101 MAIN ST,,HULL,IA,51239,7734,USA,04,,1888-12-22,1231,,2L,IA,USA,0001,2X,,0000,,0000,,N,,1101 MAIN ST,,HULL,51239,7734,USA,IA,RYAN,,BEUKELMAN,CFO,1101 MAIN ST,,HULL,51239,,USA,IA,,,,,,,,,,,,,,,,,,,,,,,JAIME,,MEYER,VP,1101 MAIN ST,,HULL,51239,,USA,IA,RYAN,,BEUKELMAN,CFO,1101 MAIN ST,,HULL,51239,,USA,IA,,,,,,,,,,,,0000,,N,,0000,,,0000,,D&B
,C13HZFF8DGG7,,,993L9,,A,Z2,2021-10-19,2025-06-22,2024-06-28,2024-06-28,"AP GROUP, LLC",,AP GROUP,01,HYC BLDG. 2ND FLR. ISA DR,,SAIPAN,MP,96950,,USA,98,,2019-04-18,1231,www.apgroup.mp,2K,MP,USA,0005,23~27~2X~FR~LJ,541690,0017,221114Y~237210Y~423430Y~423990Y~424990Y~425120Y~513210Y~531210Y~541219Y~541330E~541512Y~541611Y~541613Y~541614Y~541618Y~541620Y~541690Y,0000,,Y,,PO BOX 10018 PMB 57,,SAIPAN,96950,,USA,MP,PERRY,,INOS,PARTNER,PO BOX 10018 PMB 57,,SAIPAN,96950,,USA,MP,,,,,,,,,,,,MICHAEL,,SHEU,PROJECT DIRECTOR,PO BOX 10018,,SAIPAN,96950,,USA,MP,,,,,,,,,,,,PERRY,,INOS,PARTNER,PO BOX 10018 PMB 57,,SAIPAN,96950,,USA,MP,,,,,,,,,,,,0001,541330YYYY,N,,0000,,,0003,STAGU~STAHI~STAMP,E&Y
,C13JHMGVNCG5,,,0009W,,A,Z2,2020-09-30,2025-09-07,2024-09-09,2024-09-09,BUICON GENERAL TRADING FZE LLC,,BUICON GENERAL TRADING FZE LLC,2872,BLB-428 AMC-BOULEVARD-B BUILDING,AJMAN MEDIA CITY,AJMAN,,,,ARE,,,2020-07-20,0330,www.buicongt.com,2J,,ARE,0003,2X~A2~LJ,812990,0001,812990N,0000,,Y,,BLB-428 AMC-BOULEVARD-B BUILDING,AJMAN MEDIA CITY,AJMAN,9999,,ARE,AJMAN,WASIM,,SHAIKH,MR,AJMAN MEDIA CITY FREE ZONE,,AJMAN,4422,,ARE,AJMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASIM,,SHAIKH,MR,AJMAN MEDIA CITY FREE ZONE,,AJMAN,,,ARE,AJMAN,,,,,,,,,,,,0000,,,,0000,,,0000,,E&Y
,C13JJS4QDGZ6,,,,,A,Z1,2021-12-10,2026-01-10,2025-01-16,2025-01-14,LINDWEDEL WINE GARDEN,,,,3158 STATE HIGHWAY 265,,BRANSON,MO,65616,6136,USA,07,,2006-12-20,1231,,2L,MO,USA,0001,2X,,0000,,0000,,Y,,3158 STATE HIGHWAY 265,,BRANSON,65616,,USA,MO,ADAM,,JETT,GENERAL MANAGER,3158 STATE HIGHWAY 265,,BRANSON,65616,,USA,MO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADAM,,JETT,GENERAL MANAGER,3158 STATE HIGHWAY 265,,BRANSON,65616,,USA,MO,,,,,,,,,,,,0000,,N,,0000,,,0000,,E&Y
,C13JMDJLQ699,,,U8369,,A,Z2,2002-10-01,2025-04-18,2024-04-18,2024-04-18,UAV ENGINES LIMITED,,,,LYNN LANE,SHENSTONE,LICHFIELD,,WS14 0EA,,GBR,,,1992-12-16,1231,,2L,,GBR,0002,20~2X,336412,0001,336412N,0001,2850,N,,LYNN LANE,,LICHFIELD,WS14 0DT,,GBR,NULL,MARK,,BOWERS,,LYNN LANE,SHENSTONE,LICHFIELD,WS140DT,,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RICHARD,,TIMBRELL,,LYNN LANE,SHENSTONE,LICHFIELD,WS140DT,,GBR,,,,,,,,,,,,,0000,,,,0000,,,0000,,E&Y
,C13JZV6AY6L4,,,79M55,,A,Z2,2014-09-04,2025-05-29,2024-05-31,2024-05-31,CUSTOM IT SERVICES LLC,,,,957 VIA VANNUCCI WAY,,HENDERSON,NV,89011,0106,USA,01,,2013-03-15,1231,www.customitservices-llc.com,2K,NV,USA,0006,27~2X~8W~A2~A5~QF,541519,0019,236210Y~236220Y~237130Y~237310Y~237990E~238110Y~238190Y~238210Y~238290Y~238390Y~238910Y~238990E~541370Y~541511Y~541512Y~541513Y~541519E~541690Y~541990Y,0008,DB10~DF10~DG10~DG11~DJ10~R499~R799~T009,Y,,957 VIA VANNUCCI WAY,,HENDERSON,89011,,USA,NV,CHERYL,,SCHEUERMAN,PRESIDENT,957 VIA VANNUCCI WAY,,HENDERSON,89011,,USA,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LORI,,SCHEUERMAN,VP,957 VIA VANNUCCI WAY,,HENDERSON,89011,,USA,NV,,,,,,,,,,,,0003,237990YY  ~238990YY  ~541519YY  ,N,,0001,A9        ,,0001,ANY,E&Y
,C13KDZLJX3N7,,,8YJE0,,A,Z2,2021-03-16,2025-05-14,2024-05-16,2024-05-16,OXON HILL HOTELS LLC,,,,123 WATERFRONT ST,,OXON HILL,MD,20745,1138,USA,04,,2020-08-25,1231,,2L,MD,USA,0001,2X,721110,0001,721110Y,0001,V231,Y,,123 WATERFRONT ST,,OXON HILL,20745,1138,USA,MD,ALICE,B,SMITH,TREASURY ANALYST,100 DUNBAR STREET,SUITE 402,SPARTANBURG,29306,,USA,SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TED,,FLEURIMOND,GENERAL MANAGER,123 WATERFRONT STREET,,OXON HILL,20745,,USA,MD,,,,,,,,,,,,0000,,N,,0000,,,0001,ANY,E&Y
,C13KE3C1CAC5,,,1H7G8,,A,Z2,2001-10-01,2025-06-17,2024-06-19,2024-06-19,DAYCOS INC,,,,1500 RIVERSIDE BLVD,,NORFOLK,NE,68701,2276,USA,01,,1978-12-15,1231,http://www.daycos.com,2L,NE,USA,0002,2X~XS,541219,0004,541219Y~541511Y~541519E~541614Y,0003,R703~R704~R710,N,,PO BOX 1187,,NORFOLK,68702,1187,USA,NE,BRANDON,,DAY,,PO BOX 1187,,NORFOLK,68701,,USA,NE,ANDREA,,LIBENGOOD,,PO BOX 1187,,NORFOLK,68702,,USA,NE,BRANDON,,DAY,,PO BOX 1187,,NORFOLK,68701,,USA,NE,ANDREA,,LIBENGOOD,,1500 RIVERSIDE BLVD,,NORFOLK,68701,,USA,NE,BRANDON,,DAY,,PO BOX 1187,,NORFOLK,68702,,USA,NE,ANDREA,,LIBENGOOD,,PO BOX 1187,,NORFOLK,68702,,USA,NE,0001,541519YY  ,N,,0000,,,0000,,E&Y
,C13KF2HDKXN3,,,91KS1,,A,Z1,2021-05-28,2025-03-20,2024-03-25,2024-03-22,PARLANDO INCORPORATED,PARLANDO INC,,,2590 WALNUT ST STE 2,,BOULDER,CO,80302,5700,USA,02,,2002-10-28,0731,,8H,CO,USA,0001,A8,,0000,,0000,,Y,,2590 WALNUT ST #2,,BOULDER,80302,,USA,CO,TRAVIS,V,LABERGE,,2590 WALNUT ST #2,,BOULDER,80302,,USA,CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRAVIS,V,LABERGE,,2590 WALNUT ST #2,,BOULDER,80302,,USA,CO,,,,,,,,,,,,0000,,N,,0000,,,0000,,E&Y
,C13KGY6GRJ77,,,1EYH3,,A,Z2,2000-09-21,2025-07-17,2024-07-19,2024-07-19,SUTTER ROOFING & METAL CO. INC.,SUTTER ROOFING & METAL CO INC,,,2 STADIUM DR,,CLARKSBURG,WV,26301,3651,USA,02,,1902-01-01,1231,,2L,WV,USA,0001,2X,238160,0001,238160Y,0000,,N,,P. O. BOX 2036,,CLARKSBURG,26302,2036,USA,WV,DOUGLAS,,SUTTER,,P. O. BOX 2036,,CLARKSBURG,26302,2036,USA,WV,NATHAN,,HARVEY,,P. O. BOX 2036,,CLARKSBURG,26302,2036,USA,WV,,,,,,,,,,,,,,,,,,,,,,,DOUGLAS,,SUTTER,,P. O. BOX 2036,,CLARKSBURG,26302,2036,USA,WV,NATHAN,,HARVEY,,P. O. BOX 2036,,CLARKSBURG,26302,2036,USA,WV,0000,,N,,0000,,,0000,,E&Y
,C13KUJTURZU1,,,83473,,A,Z1,2001-08-27,2025-04-22,2024-04-25,2024-04-24,PAWLING CORPORATION,PAWLING CORP,ARCHITECTURAL PRODUCTS,,32 NELSON HILL RD,,WASSAIC,NY,12592,2121,USA,18,,1945-01-01,1231,http://www.pawling.com,2L,DE,USA,0002,2X~MF,,0000,,0000,,Y,,32 NELSON HILL ROAD,,WASSAIC,12592,,USA,NY,GREG,,HOLEN,VICE PRESIDENT,32 NELSON HILL ROAD,,WASSAIC,12592,,USA,NY,JASON,,SMITH,PRESIDENT,32 NELSON HILL ROAD,,WASSAIC,12592,,USA,NY,,,,,,,,,,,,,,,,,,,,,,,HEATHER,,COLDRICK,NATIONAL SALES MANAGER,32 NELSON HILL ROAD,,WASSAIC,12592,,USA,NY,DEISTER,,JESSICA,,32 NELSON HILL ROAD,,WASSAIC,12592,,USA,NY,0000,,N,,0000,,,0000,,E&Y
,C13LAJ5CA3K1,,,7FZ76,,A,Z2,2015-05-21,2025-10-02,2024-10-04,2024-10-04,PLEXOS GROUP LLC,,,,1800 CITY FARM DR,"BLDG 4, STE B",BATON ROUGE,LA,70806,7500,USA,06,,2012-04-13,1231,http://plexosgroup.com/,2L,LA,USA,0002,2X~XS,541611,0006,541611N~541618N~541690N~925110 ~925120 ~926110 ,0000,,N,,1800 CITY FARM DR,"BLDG 4, STE B",BATON ROUGE,70806,7500,USA,LA,PAUL,,RAINWATER,CHIEF STRATEGY OFFICER,"1800 CITY FARM DR. STE B, BLDG 4",,BATON ROUGE,70806,,USA,LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TENESHA,,WILLIAMS,OFFICE MANAGER,"1800 CITY FARM DR. STE B, BLDG 4",,BATON ROUGE,70806,,USA,LA,,,,,,,,,,,,0000,,N,,0000,,,0001,ANY,E&Y
,C13LFFC9P227,,,7TSM8,,A,Z1,2017-03-14,2025-04-19,2024-04-25,2024-04-23,LOUIS M ZOGBY,,,,3788 BARBERRY RD,,CENTER VALLEY,PA,18034,9728,USA,07,,2016-12-01,1231,,2J,CA,USA,0001,2X,,0000,,0000,,N,,3788 BARBERRY RD,,CENTER VALLEY,18034,9728,USA,PA,LOUIS,M,ZOGBY,,3788 BARBERRY ROAD,,CENTER VALLEY,18034,9728,USA,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOUIS,M,ZOGBY,,3788 BARBERRY ROAD,,CENTER VALLEY,18034,9728,USA,PA,,,,,,,,,,,,0000,,N,,0000,,,0000,,E&Y
,C13MHKHQ31L3,,,,,A,Z1,2021-11-04,2025-10-08,2024-10-10,2024-10-10,ROMERO FCC LLC,,"ROMERO FCC,LLC",2014064102,9371 SIERRA VISTA RD,,PHELAN,CA,92371,8484,USA,23,,2014-04-04,1231,www.lillybugschildrenscenter.com,2K,CA,USA,0003,2X~A2~LJ,,0000,,0000,,N,,9371 SIERRA VISTA RD,,PHELAN,92371,,USA,CA,ROBERT,,ROMERO,EMPLOYEE,9371 SIERRA VISTA RD.,,PHELAN,92371,,USA,CA,,,,,,,,,,,,ANNETTE,,ROMERO,,9371 SIERRA VISTA RD,,PHELAN,92371,,USA,CA,,,,,,,,,,,,ROBERT,,ROMERO,EMPLOYEE,9371 SIERRA VISTA RD,,PHELAN,92371,,USA,CA,,,,,,,,,,,,0000,,N,,0000,,,0000,,E&Y
,C13MTHNNE234,,,5FCJ5,,A,Z2,2009-04-27,2026-01-21,2025-01-23,2025-01-23,"GATEWAY JUVENILE DIVERSION PROJECT, INC",GATEWAY CHILDREN'S SERVICES,GATEWAY CHILDREN'S SERVICES,,37 N MAYSVILLE ST,,MT STERLING,KY,40353,1315,USA,06,,1983-07-05,0630,http://www.gatewaychildrensservices.org,8H,KY,USA,0001,A8,624221,0006,621420N~621498N~623990N~624110N~624190N~624221N,0002,AF14~G099,N,,37 N MAYSVILLE ST,,MOUNT STERLING,40353,1315,USA,KY,DENISE,,SPITTLER,CEO,37 N MAYSVILLE ST,,MOUNT STERLING,40353,,USA,KY,CHARLOTTE,,BAKER,ADMINISTRATIVE ASSISTANT,37 NORTH MAYSVILLE STREET,,MOUNT STERLING,40353,1315,USA,KY,DENISE,,SPITTLER,CEO,37 N MAYSVILLE ST,,MOUNT STERLING,40353,,USA,KY,LYNDA,,TAYLOR,DIRECTOR OF DEVELOPMENT & COMMUNITY ENGAGEMENT,37 N MAYSVILLE ST,,MOUNT STERLING,40353,,USA,KY,DENISE,,SPITTLER,CEO,37 N MAYSVILLE ST,,MOUNT STERLING,40353,,USA,KY,DENISE,,SPITTLER,CEO,37 N MAYSVILLE ST,,MOUNT STERLING,40353,,USA,KY,0000,,N,,0000,,,0000,,E&Y
,C13MXRJDK8E7,,,4DW17,,A,Z2,2006-05-01,2025-04-25,2024-04-29,2024-04-29,"ALASKA PROFESSIONAL CONSTRUCTION, INC.",JESSE OLSON,,,1401 W MYSTERY AVE,,WASILLA,AK,99654,6385,USA,00,,2001-03-07,1231,,2L,AK,USA,0002,2X~XS,238110,0003,238110Y~238120Y~238190Y,0000,,N,,PO BOX 876207,,WASILLA,99687,6207,USA,AK,JESSE,,OLSON,,PO BOX 876207,,WASILLA,99687,6207,USA,AK,JESSE,,OLSON,,PO BOX 876207,,WASILLA,99687,6207,USA,AK,JESSE,,OLSON,,PO BOX 876207,,WASILLA,99687,6207,USA,AK,JESSE,,OLSON,,PO BOX 876207,,WASILLA,99687,6207,USA,AK,JESSE,,OLSON,,PO BOX 876207,,WASILLA,99687,6207,USA,AK,JESSE,,OLSON,,PO BOX 876207,,WASILLA,99687,6207,USA,AK,0000,,N,,0001,XX20240319,,0000,,E&Y
,C13NKATL9QN9,,,61TW8,,E,Z2,2010-06-23,2024-12-25,2024-12-25,2023-12-28,SET YOUR COMPASS COURSE LLC,,,,110 W DAYTON ST STE 101,,EDMONDS,WA,98020,7210,USA,02,,2001-04-25,0630,http://www.compasscourses.com,2L,WA,USA,0004,27~2X~A2~LJ,611699,0001,611699Y,0000,,Y,,110 W DAYTON ST.,SUITE 101,EDMONDS,98020,7210,USA,WA,JULIE,KAY,KEIM,OWNER,110 WEST DAYTON STREET,SUITE 101,EDMONDS,98020,7210,USA,WA,JULIE,KAY,KEIM,OWNER,110 WEST DAYTON STREET SUITE 101,,EDMONDS,98020,7210,USA,WA,JULIE,K,KEIM,OWNER,110 WEST DAYTON STREET,SUITE 101,EDMONDS,98020,,USA,WA,,,,,,,,,,,,JULIE,KAY,KEIM,OWNER,110 WEST DAYTON STREET,SUITE 101,EDMONDS,98020,,USA,WA,JULIE,,KEIM,OWNER,110 WEST DAYTON STREET,SUITE 101,EDMONDS,98020,7210,USA,WA,0000,,N,,0000,,,0000,,E&Y
,C13NY2CT1AD4,,,8T6P0,,A,Z2,2020-12-07,2025-05-20,2024-05-23,2024-05-23,"SDSN ASSOCIATION, INC.",SDSN ASSOCIATION INC,,,475 RIVERSIDE DR,STE 530,NEW YORK,NY,10115,0100,USA,13,,2014-03-24,0630,www.unsdsn.org,8H,DE,USA,0001,A8,813319,0001,813319N,0000,,N,,475 RIVERSIDE DRIVE STE 530,,NEW YORK,10115,0100,USA,NY,STACEY,,CLARK,,475 RIVERSIDE DR.,SUITE 530,NEW YORK,10115,0000,USA,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELENA,,CRETE,,475 RIVERSIDE DR.,SUITE 530,NEW YORK,10115,0000,USA,NY,,,,,,,,,,,,0000,,N,,0000,,,0000,,E&Y
,C13PBGM8NPN7,,,8M9Y8,,A,Z1,2022-06-01,2025-05-12,2024-05-16,2024-05-14,CONVERGALYTICS LLC,,,,1602 KEOWEE LAKESHORE DRIVE,,SENECA,SC,29672,7088,USA,03,,2015-11-09,1231,https://convergalytics.com,2L,SC,USA,0002,2X~LJ,,0000,,0000,,Y,,1602 KEOWEE LAKESHORE DRIVE,,SENECA,29672,,USA,SC,WAYNE,L,NELSON,,1602 KEOWEE LAKESHORE DRIVE,,SENECA,29672,,USA,SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAYNE,L,NELSON,,1602 KEOWEE LAKESHORE DRIVE,,SENECA,29672,,USA,SC,,,,,,,,,,,,0000,,N,,0000,,NPDY,0000,,E&Y
,C13PGGJDYLX5,,,6J0L4,,A,Z2,2011-09-06,2026-01-07,2025-01-09,2025-01-09,WEST RUN LLC,,,,10153 HOUNSDALE DR,,PICKERINGTON,OH,43147,9767,USA,12,,2011-03-31,1231,,2K,OH,USA,0005,27~2X~A5~LJ~QF,541618,0003,334290Y~541618Y~541690Y,0000,,N,,10153 HOUNSDALE DR,,PICKERINGTON,43147,9767,USA,OH,BRETT,,RAMOS,,10153 HOUNSDALE DR,,PICKERINGTON,43147,9767,USA,OH,TRACEY,,STANBRO,,30906 KEENELAND DRIVE,,FAIR OAKS RANCH,78015,4449,USA,TX,BRETT,,RAMOS,,10153 HOUNDSDALE DR,,PICKERINGTON,43147,9767,USA,OH,BRETT,,RAMOS,,10153 HOUNSDALE DR,,PICKERINGTON,43147,9767,USA,OH,TRACEY,,STANBRO,,30906 KEENELAND DRIVE,,FAIR OAKS RANCH,78015,,USA,TX,BRETT,,RAMOS,,10153 HOUNSDALE DR,,PICKERINGTON,43147,9767,USA,OH,0000,,N,,0000,,,0000,,E&Y
,C13PHQA61993,,,3B1C2,,A,Z2,2002-10-09,2025-10-16,2024-10-18,2024-10-18,IVES TRAINING & COMPLIANCE GROUP INC,,,,8420 PORTAL WAY,STE H3,BLAINE,WA,98230,9839,USA,02,,1981-08-01,1231,https://www.ivestraining.com,2L,WA,USA,0001,2X,611699,0002,541690Y~611699Y,0003,U006~U009~U099,Y,,PO BOX 4798,,BLAINE,98231,4798,USA,WA,ROB,,VETTER,GENERAL MANAGER,PO BOX 4798,,BLAINE,98231,4798,USA,WA,ROB,,VETTER,,PO BOX 4798,,BLAINE,98231,4798,USA,WA,,,,,,,,,,,,,,,,,,,,,,,RONEEL,,SHANKAR,OP MANAGER,PO BOX 4798,,BLAINE,98231,4789,USA,WA,,,,,,,,,,,,0000,,N,,0000,,,0000,,E&Y
,C13PNW1UPEM3,,,7RHB3,,A,Z2,2016-10-28,2025-12-05,2024-12-09,2024-12-09,SIX ONE SIX ONE ALLIANCE LLC,,,,6161 OAK TREE BLVD,,INDEPENDENCE,OH,44131,2516,USA,07,,2016-08-04,1216,,2K,OH,USA,0001,2X,531390,0001,531390Y,0000,,N,,6161 OAK TREE BLVD,SUITE 250,INDEPENDENCE,44131,2516,USA,OH,JILL,,DZINA,SENIOR VICE PRESIDENT,6161 OAK TREE BLVD,SUITE 250,INDEPENDENCE,44131,2516,USA,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELIZABETH,,KAKISH,CONTROLLER,6161 OAK TREE BLVD,SUITE 250,INDEPENDENCE,44131,2516,USA,OH,,,,,,,,,,,,0000,,N,,0000,,,0000,,E&Y
